productId,supplierId,supplierName,name,category,currentPrice,originalPrice,cost,suggestedPrice,suggestedMargin,stock,maxStock,minStockLevel,expirationDate,daysUntilExpiry,isPerishable,sku,status,lastUpdated,updatedAt,margin,priceChange,demand,clearanceRate,wasteReduction,mlScore,priceFactors.expirationUrgency,priceFactors.stockLevel,priceFactors.timeOfDay,priceFactors.demandForecast,priceFactors.competitorPrice,priceFactors.seasonality,priceFactors.marketTrend,optimization.wasteReduction,optimization.clearanceRate,optimization.revenueSaved,optimization.lastOptimization
boxing-002,boxing-supplier-001,Everlast India Sports,"Boxing Punching Bag (Unfilled, 4ft)",Boxing,1499.0,1799.0,780.0,1550.0,48.0,20,50,6,,,False,BOXING-002,active,2025-07-07T11:09:39.703979+00:00,2025-07-07T11:09:39.703979+00:00,48.0,-16.7,73,60,93,92,0,30,30,73,1526.75,60,68,93,60,1020.0,2025-07-07T11:09:39.703979+00:00
carrom-001,carrom-supplier-001,Surco Carrom Boards,Surco Champion Carrom Board (32-inch),Carrom,2199.0,2599.0,1200.0,2250.0,47.0,30,70,10,,,False,CARROM-001,active,2025-07-07T11:09:39.703991+00:00,2025-07-07T11:09:39.703991+00:00,45.4,-15.4,78,57,90,87,0,40,30,78,2216.25,70,75,90,57,1530.0,2025-07-07T11:09:39.703991+00:00
skating-001,skating-supplier-001,RollerTech Sports Gear,Inline Skates Adjustable (Size 5–9),Skating,1899.0,2199.0,970.0,1950.0,50.0,38,90,12,,,False,SKATING-001,active,2025-07-07T11:09:39.703999+00:00,2025-07-07T11:09:39.703999+00:00,48.9,-13.6,76,58,89,78,0,50,40,76,1920.75,60,70,89,58,1938.0,2025-07-07T11:09:39.703999+00:00
tt-001,tabletennis-supplier-001,Stag International,Stag Power Drive Table Tennis Bat,Table Tennis,749.0,899.0,410.0,770.0,47.0,45,100,10,,,False,TT-001,active,2025-07-07T11:09:39.704008+00:00,2025-07-07T11:09:39.704008+00:00,45.3,-16.7,76,55,87,80,0,40,30,76,758.45,60,70,87,55,945.0,2025-07-07T11:09:39.704008+00:00
tt-002,tabletennis-supplier-001,Stag International,Stag 3-Star Table Tennis Balls (Pack of 6),Table Tennis,149.0,179.0,75.0,155.0,52.0,120,250,30,,,False,TT-002,active,2025-07-07T11:09:39.704016+00:00,2025-07-07T11:09:39.704016+00:00,49.7,-16.8,68,52,94,75,0,70,20,68,152.675,50,60,94,52,720.0,2025-07-07T11:09:39.704016+00:00
squash-001,squash-supplier-001,Head Sports Equipment,Head Nano Ti Squash Racquet,Squash,1999.0,2299.0,1050.0,2050.0,49.0,28,60,8,,,False,SQUASH-001,active,2025-07-07T11:09:39.704025+00:00,2025-07-07T11:09:39.704025+00:00,47.5,-13.0,80,53,95,86,0,30,40,80,2019.25,65,72,95,53,1428.0,2025-07-07T11:09:39.704025+00:00
squash-002,squash-supplier-001,Head Sports Equipment,Dunlop Competition Squash Balls (Pack of 2),Squash,249.0,299.0,120.0,260.0,54.0,70,150,20,,,False,SQUASH-002,active,2025-07-07T11:09:39.704036+00:00,2025-07-07T11:09:39.704036+00:00,51.8,-16.7,70,53,91,92,0,60,30,70,256.1,55,65,91,53,770.0,2025-07-07T11:09:39.704036+00:00
hockey-001,hockey-supplier-001,TK Hockey Gear Co.,TK Synergy 3 Field Hockey Stick,Hockey,3499.0,3999.0,1900.0,3600.0,47.0,22,50,6,,,False,HOCKEY-001,active,2025-07-07T11:09:39.704052+00:00,2025-07-07T11:09:39.704052+00:00,45.7,-12.5,82,56,88,83,0,20,50,82,3546.0,70,75,88,56,2222.0,2025-07-07T11:09:39.704052+00:00
hockey-002,hockey-supplier-001,TK Hockey Gear Co.,TK Dimple Hockey Ball,Hockey,299.0,349.0,140.0,310.0,55.0,85,160,18,,,False,HOCKEY-002,active,2025-07-07T11:09:39.704067+00:00,2025-07-07T11:09:39.704067+00:00,53.2,-14.3,74,47,92,76,0,50,30,74,305.35,60,70,92,47,935.0,2025-07-07T11:09:39.704067+00:00
book-kalam-001,penguin-supplier-001,Penguin Books India,Wings of Fire,Book,199.0,250.0,90.0,210.0,57.0,120,200,25,,,False,BOOK-KALAM-001,active,2025-07-07T11:09:39.704083+00:00,2025-07-07T11:09:39.704083+00:00,54.8,-20.4,85,40,93,80,0,60,30,85,206.85,70,80,93,40,1320.0,2025-07-07T11:09:39.704083+00:00
book-kalam-002,penguin-supplier-001,Penguin Books India,Ignited Minds,Book,180.0,225.0,85.0,190.0,55.0,95,160,20,,,False,BOOK-KALAM-002,active,2025-07-07T11:09:39.704102+00:00,2025-07-07T11:09:39.704102+00:00,52.8,-20.0,80,41,93,86,0,50,40,80,187.15,60,75,93,41,950.0,2025-07-07T11:09:39.704102+00:00
book-kalam-003,penguin-supplier-001,Penguin Books India,India 2020: A Vision for the New Millennium,Book,220.0,275.0,100.0,230.0,57.0,85,140,18,,,False,BOOK-KALAM-003,active,2025-07-07T11:09:39.704117+00:00,2025-07-07T11:09:39.704117+00:00,54.5,-20.0,82,39,92,73,0,50,30,82,226.54999999999998,65,78,92,39,850.0,2025-07-07T11:09:39.704117+00:00
book-rowling-001,bloomsbury-supplier-001,Bloomsbury Publishing,Harry Potter and the Philosopher's Stone,Book,349.0,399.0,180.0,360.0,50.0,90,200,30,,,False,BOOK-ROWLING-001,active,2025-07-07T11:09:39.704131+00:00,2025-07-07T11:09:39.704131+00:00,48.4,-12.5,90,55,92,92,0,50,30,90,354.6,70,85,92,55,990.0,2025-07-07T11:09:39.704131+00:00
book-rowling-002,bloomsbury-supplier-001,Bloomsbury Publishing,Harry Potter and the Chamber of Secrets,Book,359.0,420.0,190.0,370.0,49.0,85,190,25,,,False,BOOK-ROWLING-002,active,2025-07-07T11:09:39.704146+00:00,2025-07-07T11:09:39.704146+00:00,47.1,-14.5,87,55,89,72,0,50,40,87,364.45,75,82,89,55,935.0,2025-07-07T11:09:39.704146+00:00
book-rowling-003,bloomsbury-supplier-001,Bloomsbury Publishing,Harry Potter and the Prisoner of Azkaban,Book,369.0,449.0,200.0,380.0,47.0,78,180,22,,,False,BOOK-ROWLING-003,active,2025-07-07T11:09:39.704167+00:00,2025-07-07T11:09:39.704167+00:00,45.8,-17.8,88,57,86,90,0,40,30,88,374.3,70,83,86,57,858.0,2025-07-07T11:09:39.704167+00:00
book-chetan-001,rupa-supplier-001,Rupa Publications India,The 3 Mistakes of My Life,Book,199.0,250.0,90.0,210.0,57.0,100,180,20,,,False,BOOK-CHETAN-001,active,2025-07-07T11:09:39.704182+00:00,2025-07-07T11:09:39.704182+00:00,54.8,-20.4,82,44,94,77,0,60,40,82,206.85,65,70,94,44,1100.0,2025-07-07T11:09:39.704182+00:00
book-chetan-002,rupa-supplier-001,Rupa Publications India,2 States: The Story of My Marriage,Book,215.0,275.0,100.0,225.0,55.0,90,160,18,,,False,BOOK-CHETAN-002,active,2025-07-07T11:09:39.704574+00:00,2025-07-07T11:09:39.704574+00:00,53.5,-21.8,85,44,95,73,0,50,30,85,221.625,60,75,95,44,900.0,2025-07-07T11:09:39.704574+00:00
book-chetan-003,rupa-supplier-001,Rupa Publications India,Half Girlfriend,Book,225.0,299.0,110.0,235.0,53.0,85,150,20,,,False,BOOK-CHETAN-003,active,2025-07-07T11:09:39.704601+00:00,2025-07-07T11:09:39.704601+00:00,51.1,-24.7,83,43,86,94,0,40,40,83,231.475,65,74,86,43,850.0,2025-07-07T11:09:39.704601+00:00
book-danbrown-001,penguinrandom-supplier-001,Penguin Random House,The Da Vinci Code,Book,299.0,399.0,140.0,310.0,55.0,85,160,25,,,False,BOOK-DANBROWN-001,active,2025-07-07T11:09:39.704623+00:00,2025-07-07T11:09:39.704623+00:00,53.2,-25.1,88,47,90,73,0,50,40,88,305.35,70,80,90,47,935.0,2025-07-07T11:09:39.704623+00:00
book-danbrown-002,penguinrandom-supplier-001,Penguin Random House,Angels & Demons,Book,289.0,359.0,130.0,300.0,57.0,70,140,22,,,False,BOOK-DANBROWN-002,active,2025-07-07T11:09:39.704644+00:00,2025-07-07T11:09:39.704644+00:00,55.0,-19.5,85,50,88,77,0,60,30,85,295.5,68,78,88,50,770.0,2025-07-07T11:09:39.704644+00:00
book-danbrown-003,penguinrandom-supplier-001,Penguin Random House,Inferno,Book,319.0,399.0,150.0,330.0,55.0,65,150,20,,,False,BOOK-DANBROWN-003,active,2025-07-07T11:09:39.704664+00:00,2025-07-07T11:09:39.704664+00:00,53.0,-20.1,86,57,92,75,0,40,40,86,325.05,70,81,92,57,715.0,2025-07-07T11:09:39.704664+00:00
book-paulo-001,harpercollins-supplier-001,HarperCollins Publishers India,The Alchemist,Book,249.0,299.0,110.0,260.0,58.0,100,180,20,,,False,BOOK-PAULO-001,active,2025-07-07T11:09:39.704685+00:00,2025-07-07T11:09:39.704685+00:00,55.8,-16.7,88,44,89,73,0,60,40,88,256.1,70,82,89,44,1100.0,2025-07-07T11:09:39.704685+00:00
book-paulo-002,harpercollins-supplier-001,HarperCollins Publishers India,Brida,Book,259.0,329.0,120.0,270.0,56.0,80,150,18,,,False,BOOK-PAULO-002,active,2025-07-07T11:09:39.704709+00:00,2025-07-07T11:09:39.704709+00:00,53.7,-21.3,85,47,85,82,0,50,30,85,265.95,65,78,85,47,880.0,2025-07-07T11:09:39.704709+00:00
book-paulo-003,harpercollins-supplier-001,HarperCollins Publishers India,Eleven Minutes,Book,269.0,349.0,130.0,280.0,54.0,70,140,15,,,False,BOOK-PAULO-003,active,2025-07-07T11:09:39.704742+00:00,2025-07-07T11:09:39.704742+00:00,51.7,-22.9,83,50,89,80,0,40,40,83,275.8,68,80,89,50,770.0,2025-07-07T11:09:39.704742+00:00
book-aroy-001,penguinindia-supplier-001,Penguin Books India,The God of Small Things,Book,299.0,399.0,140.0,310.0,55.0,90,150,20,,,False,BOOK-AROY-001,active,2025-07-07T11:09:39.704764+00:00,2025-07-07T11:09:39.704764+00:00,53.2,-25.1,82,40,95,76,0,50,40,82,305.35,65,78,95,40,990.0,2025-07-07T11:09:39.704764+00:00
book-aroy-002,penguinindia-supplier-001,Penguin Books India,The Ministry of Utmost Happiness,Book,349.0,449.0,160.0,360.0,56.0,75,140,18,,,False,BOOK-AROY-002,active,2025-07-07T11:09:39.704786+00:00,2025-07-07T11:09:39.704786+00:00,54.2,-22.3,80,46,95,83,0,50,30,80,354.6,68,75,95,46,825.0,2025-07-07T11:09:39.704786+00:00
book-aroy-003,penguinindia-supplier-001,Penguin Books India,Field Notes on Democracy: Listening to Grasshoppers,Book,279.0,349.0,130.0,290.0,55.0,65,120,15,,,False,BOOK-AROY-003,active,2025-07-07T11:09:39.704803+00:00,2025-07-07T11:09:39.704803+00:00,53.4,-20.1,78,46,88,82,0,60,40,78,285.65,70,74,88,46,715.0,2025-07-07T11:09:39.704803+00:00
mens-levis-001,levis-supplier-001,Levi's India Pvt. Ltd.,Levi’s Slim Fit Jeans - Dark Blue,Men's Wear,2299.0,2999.0,1200.0,2400.0,50.0,45,80,10,,,False,MENS-LEVIS-001,active,2025-07-07T11:09:39.704824+00:00,2025-07-07T11:09:39.704824+00:00,47.8,-23.3,90,44,86,90,0,40,50,90,2364.0,60,80,86,44,4545.0,2025-07-07T11:09:39.704824+00:00
mens-levis-002,levis-supplier-001,Levi's India Pvt. Ltd.,Levi’s Regular Fit Shirt - White,Men's Wear,1799.0,2199.0,950.0,1850.0,49.0,60,90,12,,,False,MENS-LEVIS-002,active,2025-07-07T11:09:39.704850+00:00,2025-07-07T11:09:39.704850+00:00,47.2,-18.2,85,33,86,91,0,50,40,85,1822.25,55,75,86,33,3060.0,2025-07-07T11:09:39.704850+00:00
mens-levis-003,levis-supplier-001,Levi's India Pvt. Ltd.,Levi’s Polo T-shirt - Black,Men's Wear,1299.0,1599.0,700.0,1350.0,48.0,70,100,15,,,False,MENS-LEVIS-003,active,2025-07-07T11:09:39.704869+00:00,2025-07-07T11:09:39.704869+00:00,46.1,-18.8,82,30,91,72,0,60,30,82,1329.75,50,70,91,30,3570.0,2025-07-07T11:09:39.704869+00:00
mens-levis-004,levis-supplier-001,Levi's India Pvt. Ltd.,Levi’s Bomber Jacket - Grey,Men's Wear,3499.0,4299.0,1800.0,3600.0,50.0,30,60,8,,,False,MENS-LEVIS-004,active,2025-07-07T11:09:39.704889+00:00,2025-07-07T11:09:39.704889+00:00,48.6,-18.6,87,50,94,70,0,40,60,87,3546.0,60,78,94,50,3030.0,2025-07-07T11:09:39.704889+00:00
mens-levis-005,levis-supplier-001,Levi's India Pvt. Ltd.,Levi’s Casual Shorts - Khaki,Men's Wear,1499.0,1999.0,850.0,1550.0,45.0,40,75,10,,,False,MENS-LEVIS-005,active,2025-07-07T11:09:39.704910+00:00,2025-07-07T11:09:39.704910+00:00,43.3,-25.0,84,47,87,83,0,50,40,84,1526.75,65,76,87,47,2040.0,2025-07-07T11:09:39.704910+00:00
mens-uspolo-001,uspolo-supplier-001,U.S. Polo Assn. India,U.S. Polo Men’s Slim Fit Polo T-Shirt - Red,Men's Wear,1399.0,1699.0,750.0,1450.0,48.0,55,90,10,,,False,MENS-USPOLO-001,active,2025-07-07T11:09:39.704936+00:00,2025-07-07T11:09:39.704936+00:00,46.4,-17.7,87,39,86,88,0,50,40,87,1428.25,65,78,86,39,2805.0,2025-07-07T11:09:39.704936+00:00
mens-uspolo-002,uspolo-supplier-001,U.S. Polo Assn. India,U.S. Polo Men’s Cotton Chinos - Navy Blue,Men's Wear,1799.0,2299.0,950.0,1850.0,49.0,48,85,12,,,False,MENS-USPOLO-002,active,2025-07-07T11:09:39.704956+00:00,2025-07-07T11:09:39.704956+00:00,47.2,-21.7,85,44,89,80,0,40,50,85,1822.25,60,76,89,44,2448.0,2025-07-07T11:09:39.704956+00:00
mens-uspolo-003,uspolo-supplier-001,U.S. Polo Assn. India,U.S. Polo Men’s Denim Jacket - Black,Men's Wear,2999.0,3799.0,1600.0,3100.0,48.0,35,70,10,,,False,MENS-USPOLO-003,active,2025-07-07T11:09:39.704975+00:00,2025-07-07T11:09:39.704975+00:00,46.6,-21.1,83,50,87,85,0,40,50,83,3053.5,58,74,87,50,3535.0,2025-07-07T11:09:39.704975+00:00
mens-uspolo-004,uspolo-supplier-001,U.S. Polo Assn. India,U.S. Polo Men’s Checked Casual Shirt - Blue,Men's Wear,1599.0,1999.0,870.0,1650.0,47.0,58,95,14,,,False,MENS-USPOLO-004,active,2025-07-07T11:09:39.704995+00:00,2025-07-07T11:09:39.704995+00:00,45.6,-20.0,82,39,94,85,0,60,40,82,1625.25,60,75,94,39,2958.0,2025-07-07T11:09:39.704995+00:00
mens-uspolo-005,uspolo-supplier-001,U.S. Polo Assn. India,U.S. Polo Men’s Printed T-Shirt - Olive,Men's Wear,1299.0,1599.0,700.0,1350.0,48.0,65,100,15,,,False,MENS-USPOLO-005,active,2025-07-07T11:09:39.705014+00:00,2025-07-07T11:09:39.705014+00:00,46.1,-18.8,86,35,92,93,0,60,30,86,1329.75,55,77,92,35,3315.0,2025-07-07T11:09:39.705014+00:00
mens-peter-001,peterengland-supplier-001,Peter England Ltd.,Peter England Formal Shirt - Light Blue,Men's Wear,1199.0,1499.0,620.0,1250.0,50.0,75,120,20,,,False,MENS-PETER-001,active,2025-07-07T11:09:39.705036+00:00,2025-07-07T11:09:39.705036+00:00,48.3,-20.0,80,38,88,86,0,60,40,80,1231.25,65,72,88,38,3825.0,2025-07-07T11:09:39.705036+00:00
mens-peter-002,peterengland-supplier-001,Peter England Ltd.,Peter England Men’s Trousers - Charcoal,Men's Wear,1399.0,1799.0,770.0,1450.0,47.0,60,100,15,,,False,MENS-PETER-002,active,2025-07-07T11:09:39.705056+00:00,2025-07-07T11:09:39.705056+00:00,45.0,-22.2,79,40,94,91,0,50,30,79,1428.25,60,73,94,40,3060.0,2025-07-07T11:09:39.705056+00:00
mens-peter-003,peterengland-supplier-001,Peter England Ltd.,Peter England Men’s Checked Shirt - Green,Men's Wear,1299.0,1699.0,720.0,1350.0,47.0,65,90,14,,,False,MENS-PETER-003,active,2025-07-07T11:09:39.705077+00:00,2025-07-07T11:09:39.705077+00:00,44.6,-23.5,81,28,86,85,0,60,40,81,1329.75,63,76,86,28,3315.0,2025-07-07T11:09:39.705077+00:00
mens-peter-004,peterengland-supplier-001,Peter England Ltd.,Peter England Casual T-Shirt - Mustard,Men's Wear,899.0,1199.0,480.0,950.0,49.0,80,130,18,,,False,MENS-PETER-004,active,2025-07-07T11:09:39.705096+00:00,2025-07-07T11:09:39.705096+00:00,46.6,-25.0,83,38,85,90,0,50,30,83,935.75,60,74,85,38,4080.0,2025-07-07T11:09:39.705096+00:00
mens-peter-005,peterengland-supplier-001,Peter England Ltd.,Peter England Slim Fit Blazer - Grey,Men's Wear,3299.0,3999.0,1750.0,3400.0,48.0,40,70,10,,,False,MENS-PETER-005,active,2025-07-07T11:09:39.705120+00:00,2025-07-07T11:09:39.705120+00:00,47.0,-17.5,79,43,94,71,0,40,60,79,3349.0,58,72,94,43,4040.0,2025-07-07T11:09:39.705120+00:00
mens-snitch-001,snitch-supplier-001,Snitch India Pvt. Ltd.,Snitch Men’s Printed Shirt - Black Abstract,Men's Wear,1199.0,1499.0,600.0,1250.0,52.0,70,100,15,,,False,MENS-SNITCH-001,active,2025-07-07T11:09:39.705138+00:00,2025-07-07T11:09:39.705138+00:00,50.0,-20.0,87,30,93,91,0,50,40,87,1231.25,65,80,93,30,3570.0,2025-07-07T11:09:39.705138+00:00
mens-snitch-002,snitch-supplier-001,Snitch India Pvt. Ltd.,Snitch Oversized Graphic T-Shirt - White,Men's Wear,899.0,1199.0,450.0,950.0,53.0,85,120,20,,,False,MENS-SNITCH-002,active,2025-07-07T11:09:39.705157+00:00,2025-07-07T11:09:39.705157+00:00,49.9,-25.0,83,29,91,84,0,60,40,83,935.75,62,77,91,29,4335.0,2025-07-07T11:09:39.705157+00:00
mens-snitch-003,snitch-supplier-001,Snitch India Pvt. Ltd.,Snitch Men’s Co-ord Set - Beige,Men's Wear,1999.0,2499.0,1000.0,2100.0,52.0,60,100,15,,,False,MENS-SNITCH-003,active,2025-07-07T11:09:39.705176+00:00,2025-07-07T11:09:39.705176+00:00,50.0,-20.0,85,40,89,80,0,45,50,85,2068.5,60,79,89,40,6060.0,2025-07-07T11:09:39.705176+00:00
mens-snitch-004,snitch-supplier-001,Snitch India Pvt. Ltd.,Snitch Men’s Slim Fit Cargo Pants - Olive,Men's Wear,1499.0,1899.0,800.0,1550.0,48.0,50,90,12,,,False,MENS-SNITCH-004,active,2025-07-07T11:09:39.705195+00:00,2025-07-07T11:09:39.705195+00:00,46.6,-21.1,82,44,85,78,0,50,30,82,1526.75,65,75,85,44,2550.0,2025-07-07T11:09:39.705195+00:00
mens-snitch-005,snitch-supplier-001,Snitch India Pvt. Ltd.,Snitch Men’s Corduroy Jacket - Maroon,Men's Wear,2299.0,2799.0,1150.0,2350.0,51.0,40,70,10,,,False,MENS-SNITCH-005,active,2025-07-07T11:09:39.705214+00:00,2025-07-07T11:09:39.705214+00:00,50.0,-17.9,84,43,93,87,0,45,50,84,2314.75,70,78,93,43,2040.0,2025-07-07T11:09:39.705214+00:00
mens-zara-001,zara-supplier-001,Zara India Retail Pvt. Ltd.,Zara Men’s Slim Fit Stretch Blazer - Navy,Men's Wear,4790.0,5990.0,2400.0,4900.0,51.0,30,60,8,,,False,MENS-ZARA-001,active,2025-07-07T11:09:39.705235+00:00,2025-07-07T11:09:39.705235+00:00,49.9,-20.0,88,50,88,75,0,40,60,88,4826.5,70,83,88,50,3300.0,2025-07-07T11:09:39.705235+00:00
mens-zara-002,zara-supplier-001,Zara India Retail Pvt. Ltd.,Zara Men’s Linen Blend Shirt - Beige,Men's Wear,2590.0,2990.0,1250.0,2700.0,54.0,50,80,12,,,False,MENS-ZARA-002,active,2025-07-07T11:09:39.705255+00:00,2025-07-07T11:09:39.705255+00:00,51.7,-13.4,84,38,86,74,0,50,40,84,2659.5,65,78,86,38,5500.0,2025-07-07T11:09:39.705255+00:00
mens-zara-003,zara-supplier-001,Zara India Retail Pvt. Ltd.,Zara Men’s Oversized Graphic T-Shirt - White,Men's Wear,1790.0,2290.0,850.0,1850.0,54.0,65,100,15,,,False,MENS-ZARA-003,active,2025-07-07T11:09:39.705276+00:00,2025-07-07T11:09:39.705276+00:00,52.5,-21.8,86,35,95,76,0,60,30,86,1822.25,60,80,95,35,3900.0,2025-07-07T11:09:39.705276+00:00
mens-zara-004,zara-supplier-001,Zara India Retail Pvt. Ltd.,Zara Men’s Cargo Pants - Khaki,Men's Wear,3590.0,4190.0,1800.0,3700.0,51.0,45,90,12,,,False,MENS-ZARA-004,active,2025-07-07T11:09:39.705295+00:00,2025-07-07T11:09:39.705295+00:00,49.9,-14.3,82,50,87,85,0,50,40,82,3644.5,64,76,87,50,4950.0,2025-07-07T11:09:39.705295+00:00
mens-zara-005,zara-supplier-001,Zara India Retail Pvt. Ltd.,Zara Men’s Hooded Sweatshirt - Olive Green,Men's Wear,2990.0,3490.0,1400.0,3100.0,55.0,35,70,10,,,False,MENS-ZARA-005,active,2025-07-07T11:09:39.705317+00:00,2025-07-07T11:09:39.705317+00:00,53.2,-14.3,85,50,92,92,0,45,50,85,3053.5,68,79,92,50,3850.0,2025-07-07T11:09:39.705317+00:00
womens-zara-001,zara-supplier-002,Zara India Retail Pvt. Ltd.,Zara Women’s Printed Satin Shirt - Multicolor,Women's Wear,2790.0,3490.0,1350.0,2850.0,53.0,50,90,12,,,False,WOMENS-ZARA-001,active,2025-07-07T11:09:39.705338+00:00,2025-07-07T11:09:39.705338+00:00,51.6,-20.1,85,44,94,85,0,50,40,85,2807.25,66,79,94,44,3000.0,2025-07-07T11:09:39.705338+00:00
womens-zara-002,zara-supplier-002,Zara India Retail Pvt. Ltd.,Zara Women’s High Waist Wide-Leg Pants - White,Women's Wear,3590.0,4290.0,1700.0,3700.0,54.0,40,75,10,,,False,WOMENS-ZARA-002,active,2025-07-07T11:09:39.705358+00:00,2025-07-07T11:09:39.705358+00:00,52.6,-16.3,86,47,92,77,0,45,50,86,3644.5,69,80,92,47,4400.0,2025-07-07T11:09:39.705358+00:00
womens-zara-003,zara-supplier-002,Zara India Retail Pvt. Ltd.,Zara Women’s Sleeveless Ribbed Top - Black,Women's Wear,1590.0,1990.0,720.0,1650.0,56.0,65,100,14,,,False,WOMENS-ZARA-003,active,2025-07-07T11:09:39.705377+00:00,2025-07-07T11:09:39.705377+00:00,54.7,-20.1,84,35,88,91,0,60,30,84,1625.25,67,76,88,35,3900.0,2025-07-07T11:09:39.705377+00:00
womens-zara-004,zara-supplier-002,Zara India Retail Pvt. Ltd.,Zara Women’s Long Flowing Dress - Pastel Green,Women's Wear,4290.0,4990.0,1900.0,4400.0,57.0,35,70,10,,,False,WOMENS-ZARA-004,active,2025-07-07T11:09:39.705410+00:00,2025-07-07T11:09:39.705410+00:00,55.7,-14.0,89,50,94,72,0,45,50,89,4334.0,72,83,94,50,3850.0,2025-07-07T11:09:39.705410+00:00
womens-zara-005,zara-supplier-002,Zara India Retail Pvt. Ltd.,Zara Women’s Cropped Denim Jacket - Light Blue,Women's Wear,3190.0,3990.0,1500.0,3300.0,55.0,42,85,12,,,False,WOMENS-ZARA-005,active,2025-07-07T11:09:39.705429+00:00,2025-07-07T11:09:39.705429+00:00,53.0,-20.1,83,51,91,84,0,50,40,83,3250.5,68,78,91,51,4620.0,2025-07-07T11:09:39.705429+00:00
womens-biba-001,biba-supplier-001,Biba Apparels Pvt. Ltd.,Biba Women's Straight Kurta - Pink Cotton,Women's Wear,1899.0,2299.0,900.0,1950.0,54.0,55,90,12,,,False,WOMENS-BIBA-001,active,2025-07-07T11:09:39.705449+00:00,2025-07-07T11:09:39.705449+00:00,52.6,-17.4,83,39,85,73,0,60,40,83,1920.75,66,78,85,39,2805.0,2025-07-07T11:09:39.705449+00:00
womens-biba-002,biba-supplier-001,Biba Apparels Pvt. Ltd.,Biba Women's Anarkali Set - Teal Blue Rayon,Women's Wear,3490.0,4190.0,1600.0,3600.0,56.0,40,70,10,,,False,WOMENS-BIBA-002,active,2025-07-07T11:09:39.705474+00:00,2025-07-07T11:09:39.705474+00:00,54.2,-16.7,85,43,86,87,0,45,50,85,3546.0,72,82,86,43,4400.0,2025-07-07T11:09:39.705474+00:00
womens-biba-003,biba-supplier-001,Biba Apparels Pvt. Ltd.,Biba Women's Printed Palazzo - Off White,Women's Wear,1290.0,1590.0,580.0,1350.0,57.0,65,100,14,,,False,WOMENS-BIBA-003,active,2025-07-07T11:09:39.705494+00:00,2025-07-07T11:09:39.705494+00:00,55.0,-18.9,81,35,85,71,0,65,30,81,1329.75,60,75,85,35,3900.0,2025-07-07T11:09:39.705494+00:00
womens-biba-004,biba-supplier-001,Biba Apparels Pvt. Ltd.,Biba Women's Flared Kurta Set - Maroon Georgette,Women's Wear,3890.0,4690.0,1850.0,3990.0,54.0,30,60,8,,,False,WOMENS-BIBA-004,active,2025-07-07T11:09:39.705514+00:00,2025-07-07T11:09:39.705514+00:00,52.4,-17.1,86,50,94,92,0,40,60,86,3930.15,68,80,94,50,3000.0,2025-07-07T11:09:39.705514+00:00
womens-biba-005,biba-supplier-001,Biba Apparels Pvt. Ltd.,Biba Women's Cotton Blend Dupatta - Yellow,Women's Wear,890.0,1190.0,390.0,950.0,59.0,70,100,15,,,False,WOMENS-BIBA-005,active,2025-07-07T11:09:39.705533+00:00,2025-07-07T11:09:39.705533+00:00,56.2,-25.2,79,30,86,80,0,60,40,79,935.75,62,76,86,30,4200.0,2025-07-07T11:09:39.705533+00:00
wfw-001,wforwoman-supplier-001,TCNS Clothing Co. Ltd.,W for Woman Embroidered Kurta - Indigo Cotton,Women's Wear,2299.0,2799.0,1050.0,2400.0,56.0,45,80,10,,,False,WFW-001,active,2025-07-07T11:09:39.705566+00:00,2025-07-07T11:09:39.705566+00:00,54.3,-17.9,84,44,87,81,0,55,40,84,2364.0,65,78,87,44,4545.0,2025-07-07T11:09:39.705566+00:00
wfw-002,wforwoman-supplier-001,TCNS Clothing Co. Ltd.,W for Woman Straight Pants - White Cotton,Women's Wear,1490.0,1790.0,680.0,1550.0,56.0,60,90,12,,,False,WFW-002,active,2025-07-07T11:09:39.705587+00:00,2025-07-07T11:09:39.705587+00:00,54.4,-16.8,82,33,88,86,0,65,30,82,1526.75,62,76,88,33,3600.0,2025-07-07T11:09:39.705587+00:00
wfw-003,wforwoman-supplier-001,TCNS Clothing Co. Ltd.,W for Woman A-Line Kurta Set - Coral Rayon,Women's Wear,3199.0,3799.0,1500.0,3300.0,55.0,35,70,10,,,False,WFW-003,active,2025-07-07T11:09:39.705616+00:00,2025-07-07T11:09:39.705616+00:00,53.1,-15.8,87,50,94,80,0,45,50,87,3250.5,70,80,94,50,3535.0,2025-07-07T11:09:39.705616+00:00
andgd-001,and-gd-supplier-001,House of Anita Dongre Ltd.,Global Desi Printed Fit & Flare Dress - Maroon,Women's Wear,2890.0,3490.0,1300.0,2950.0,56.0,40,80,12,,,False,ANDGD-001,active,2025-07-07T11:09:39.705636+00:00,2025-07-07T11:09:39.705636+00:00,55.0,-17.2,83,50,95,73,0,50,40,83,2905.75,66,79,95,50,2400.0,2025-07-07T11:09:39.705636+00:00
andgd-002,and-gd-supplier-001,House of Anita Dongre Ltd.,AND Women’s Solid Crop Blazer - Black,Women's Wear,3190.0,3890.0,1500.0,3300.0,55.0,35,70,10,,,False,ANDGD-002,active,2025-07-07T11:09:39.705655+00:00,2025-07-07T11:09:39.705655+00:00,53.0,-18.0,84,50,90,88,0,48,50,84,3250.5,67,77,90,50,3850.0,2025-07-07T11:09:39.705655+00:00
