productId,supplierId,supplierName,name,sku,category,currentPrice,originalPrice,cost,stock,maxStock,minStockLevel,isPerishable,expirationDate,daysUntilExpiry,status,lastUpdated,updatedAt,history_price,history_reason,history_date
438efac7-4ca8-4930-a498-3e263631c079,be8076b9-ea44-4c26-8699-e9fc78976a18,Supplier 1,Oranges,ORA-392,Fruits,1.88,2.01,1.63,235,278,22,True,2025-07-16T14:28:43.708015,13,stable,2025-07-02T14:28:43.708019,2025-07-02T14:28:43.708019,1.88,Initial creation,2025-07-02T14:28:43.708019
f4430410-dafd-47c7-a9df-1bf24681fad9,c5112e71-5086-4012-b7e8-2f3389a244bd,Supplier 5,Butter,BUT-696,Dairy,7.89,8.1,5.99,18,67,49,True,2025-07-25T14:28:43.708045,22,low_stock,2025-07-02T14:28:43.708054,2025-07-02T14:28:43.708054,7.89,Initial creation,2025-07-02T14:28:43.708054
6a0dbcfe-2ac2-4803-a173-dad08be02e03,6628f076-68ff-4eb3-ba77-483378181c39,Supplier 10,Green Tea,GRE-703,Beverages,7.81,8.99,5.74,219,255,20,False,,,stable,2025-07-02T14:28:43.708089,2025-07-02T14:28:43.708089,7.81,Initial creation,2025-07-02T14:28:43.708089
3384f257-6bab-4c58-ac21-afee5bbc2792,2cef0208-231e-4cfa-99de-e71fb5eab354,Supplier 10,Green Tea,GRE-723,Beverages,6.08,6.94,3.96,292,322,13,False,,,stable,2025-07-02T14:28:43.708180,2025-07-02T14:28:43.708180,6.08,Initial creation,2025-07-02T14:28:43.708180
2ee18d9e-fbf1-47af-a481-0d88e56669df,5d7a0932-68fc-4845-a452-5e2e3d1125a6,Supplier 5,Bagels,BAG-359,Bakery,5.55,6.27,4.65,289,351,49,False,,,stable,2025-07-02T14:28:43.708264,2025-07-02T14:28:43.708264,5.55,Initial creation,2025-07-02T14:28:43.708264
d62731fa-e860-45ba-94a7-fb4e0b5e5d4c,de8e2aa4-af5a-467f-862d-3e607c30adee,Supplier 1,Orange Juice,ORA-969,Beverages,7.33,7.57,6.09,150,199,29,False,,,stable,2025-07-02T14:28:43.708337,2025-07-02T14:28:43.708337,7.33,Initial creation,2025-07-02T14:28:43.708337
efec0af5-29da-4028-a119-e7ad336de834,bb046a88-00da-4ba1-b59d-c9e0dbca9fd1,Supplier 4,Cherries,CHE-957,Fruits,2.33,2.52,1.81,8,45,27,True,2025-07-30T14:28:43.708653,27,low_stock,2025-07-02T14:28:43.708669,2025-07-02T14:28:43.708669,2.33,Initial creation,2025-07-02T14:28:43.708669
864d150e-f8dc-4fd3-b909-07c3cac9f66a,b726ed28-18f1-49ec-ae69-40b4a6053036,Supplier 2,Pork Chops,POR-299,Meat,8.94,9.16,5.44,224,283,49,True,2025-07-17T14:28:43.708731,14,stable,2025-07-02T14:28:43.708736,2025-07-02T14:28:43.708736,8.94,Initial creation,2025-07-02T14:28:43.708736
ab6f38a0-ff64-4a3e-a615-9ff3eaec9596,62b562e2-6f84-44e3-b47c-d45b3b8beaf7,Supplier 4,Spinach,SPI-565,Vegetables,3.47,3.69,2.71,189,249,50,True,2025-07-16T14:28:43.708777,13,stable,2025-07-02T14:28:43.708784,2025-07-02T14:28:43.708784,3.47,Initial creation,2025-07-02T14:28:43.708784
262adaec-2673-4462-af7d-deb1fe442883,3ce3f9a3-0eef-4383-a5f9-e3113ee2352c,Supplier 8,Orange Juice,ORA-270,Beverages,8.24,8.26,7.39,246,286,12,False,,,stable,2025-07-02T14:28:43.708841,2025-07-02T14:28:43.708841,8.24,Initial creation,2025-07-02T14:28:43.708841
cbf7b163-8222-4738-b176-39ed75cb1c43,96c0d75a-9000-4b8d-b45b-bef9ae44d7f8,Supplier 5,Butter,BUT-278,Dairy,3.08,3.37,1.99,201,259,10,True,2025-07-28T14:28:43.708904,25,stable,2025-07-02T14:28:43.708911,2025-07-02T14:28:43.708911,3.08,Initial creation,2025-07-02T14:28:43.708911
ec077195-6254-455e-92ed-628af8336b85,3621085f-16b5-454a-8c54-5758c1bf4ef1,Supplier 8,Cheddar Cheese,CHE-426,Dairy,8.78,9.11,7.22,54,105,15,True,2025-07-27T14:28:43.708991,24,stable,2025-07-02T14:28:43.708999,2025-07-02T14:28:43.708999,8.78,Initial creation,2025-07-02T14:28:43.708999
c7754cc9-bca0-459d-be69-db676aedb19b,42538a79-6548-4fb7-8149-b3eb8a848569,Supplier 2,Bagels,BAG-942,Bakery,8.69,8.91,6.91,50,101,44,False,,,stable,2025-07-02T14:28:43.709050,2025-07-02T14:28:43.709050,8.69,Initial creation,2025-07-02T14:28:43.709050
0766beef-fa47-46f8-89dd-993471cf57f6,612e6ce2-372b-420a-af53-76af317c7536,Supplier 6,Mineral Water,MIN-269,Beverages,2.8,3.17,1.85,101,180,16,False,,,stable,2025-07-02T14:28:43.709095,2025-07-02T14:28:43.709095,2.8,Initial creation,2025-07-02T14:28:43.709095
16fddcf8-faf9-4f7e-b8d8-d9ce908a4659,b371133b-1b26-421d-86e7-f88c0bc16b4d,Supplier 3,Orange Juice,ORA-670,Beverages,7.97,9.18,6.49,183,226,23,False,,,stable,2025-07-02T14:28:43.709144,2025-07-02T14:28:43.709144,7.97,Initial creation,2025-07-02T14:28:43.709144
75b5ab4e-3533-4b06-a26a-2376ac4b80f0,ffd3df15-b97b-44e7-b6ad-fae982cc6077,Supplier 9,Tomatoes,TOM-765,Vegetables,5.27,6.04,3.74,152,176,18,True,2025-07-25T14:28:43.709198,22,stable,2025-07-02T14:28:43.709225,2025-07-02T14:28:43.709225,5.27,Initial creation,2025-07-02T14:28:43.709225
8ea5142c-ad7e-4c83-8c18-40f2d7437f1d,0030b9c8-c7f4-4454-8c9a-f6fe069297d2,Supplier 3,Ground Beef,GRO-203,Meat,6.67,7.42,4.96,285,317,45,True,2025-07-12T14:28:43.709278,9,stable,2025-07-02T14:28:43.709286,2025-07-02T14:28:43.709286,6.67,Initial creation,2025-07-02T14:28:43.709286
fadfcca0-52f5-4f0c-be97-248b6a4e8ae8,4626688f-1071-434c-b030-614f23394d8b,Supplier 9,Bacon,BAC-218,Meat,5.76,5.95,4.36,110,161,16,True,2025-07-24T14:28:43.709374,21,stable,2025-07-02T14:28:43.709382,2025-07-02T14:28:43.709382,5.76,Initial creation,2025-07-02T14:28:43.709382
c18cb835-2519-4117-9248-6b97f58474a0,d0684d95-28d9-4e26-b9d9-a4d9f2a24d83,Supplier 5,Blueberries,BLU-653,Fruits,7.39,8.51,5.53,232,272,12,True,2025-07-24T14:28:43.709456,21,stable,2025-07-02T14:28:43.709462,2025-07-02T14:28:43.709462,7.39,Initial creation,2025-07-02T14:28:43.709462
0e5db84a-c8dc-4ab3-94f6-12e2570d05ce,c7691a39-44fe-4e22-83f2-eaac457700cf,Supplier 3,Blueberries,BLU-638,Fruits,3.07,3.18,2.05,200,250,14,True,2025-07-26T14:28:43.709484,23,stable,2025-07-02T14:28:43.709488,2025-07-02T14:28:43.709488,3.07,Initial creation,2025-07-02T14:28:43.709488
ee0d59ba-462c-469e-83b6-45aca83ef777,2ac3c4f3-b487-4b5c-9801-f050b14fb4d7,Supplier 6,Spinach,SPI-982,Vegetables,3.12,3.59,2.34,107,165,38,True,2025-07-10T14:28:43.709672,7,stable,2025-07-02T14:28:43.709686,2025-07-02T14:28:43.709686,3.12,Initial creation,2025-07-02T14:28:43.709686
